Ereco vs. Etrue
32 43 10.2465
32 44 5.97131
32 45 2.58698
32 46 6.21567
32 47 2
32 48 6.36637
32 49 0
32 50 1.14605
32 51 0
32 52 2
32 53 0
32 54 0
32 55 0
32 56 2
32 57 0
32 58 0
32 59 0
33 0 0
33 1 0
33 2 0
33 3 0
33 4 1
33 5 1
33 6 2.24252
33 7 5
33 8 3
33 9 4.19857
33 10 3
33 11 3.0178
33 12 5.06199
33 13 6
33 14 4.2536
33 15 9.27641
33 16 18.836
33 17 11.7529
33 18 26.5949
33 19 32.7573
33 20 33.2013
33 21 44.1015
33 22 53.8481
33 23 73.6579
33 24 92.2616
33 25 149.889
33 26 115.432
33 27 185.459
33 28 164.849
33 29 236.098
33 30 232.791
33 31 242.388
33 32 241.236
33 33 202.074
33 34 143.701
33 35 137.204
33 36 112.137
33 37 46.6992
33 38 24.9057
33 39 31.9023
33 40 27.5857
33 41 33.2599
33 42 10.4189
33 43 2.87443
33 44 1.46859
33 45 3.42466
33 46 0
33 47 3.38082
33 48 2.07007
33 49 1
33 50 0
33 51 0
33 52 1
33 53 0
33 54 0
33 55 0
33 56 0
33 57 0
33 58 0
33 59 0
34 0 0
34 1 0
34 2 0
34 3 0
34 4 0
34 5 2
34 6 1.20975
34 7 1
34 8 3.07257
34 9 1
34 10 3
34 11 1
34 12 3.28008
34 13 10.3406
34 14 7.13235
34 15 12.6502
34 16 10.4353
34 17 14.2188
34 18 21.4948
34 19 22.7941
34 20 31.2765
34 21 42.4385
34 22 39.1025
34 23 59.4535
34 24 73.5077
34 25 94.4996
34 26 117.437
34 27 131.353
34 28 190.17
34 29 186.821
34 30 219.539
34 31 230.46
34 32 202.172
34 33 212.782
34 34 185.974
34 35 175.805
34 36 121.771
34 37 86.3597
34 38 43.0158
34 39 28.3231
34 40 24.1544
34 41 17.2452
34 42 12.385
34 43 16.7705
34 44 7.6709
34 45 3.12105
34 46 3.24393
34 47 2
34 48 0.00391265
34 49 2.46786
34 50 1.12839
34 51 2.24285
34 52 3
34 53 1
34 54 2.25512
34 55 0
34 56 1.26888
34 57 0
34 58 0
34 59 0
35 0 0
35 1 0
35 2 0
35 3 0
35 4 0
35 5 0
35 6 1
35 7 4
35 8 4
35 9 5
35 10 2
35 11 2
35 12 4.01793
35 13 3
35 14 2
35 15 5.0879
35 16 6.5185
35 17 9.46021
35 18 16.3259
35 19 20.8462
35 20 24.8282
35 21 20.2629
35 22 45.2584
35 23 69.4436
35 24 64.2038
35 25 67.987
35 26 102.053
35 27 136.202
35 28 149.851
35 29 180.765
35 30 199.138
35 31 228.057
35 32 200.742
35 33 199.205
35 34 191.47
35 35 197.98
35 36 193.08
35 37 128.041
35 38 58.753
35 39 56.3949
35 40 37.0186
35 41 22.2589
35 42 11.1409
35 43 17.9642
35 44 8.12642
35 45 9.44736
35 46 1.1428
35 47 1.15953
35 48 2
35 49 4.39605
35 50 0
35 51 1
35 52 2.50465
35 53 1.02232
35 54 0
35 55 0
35 56 0
35 57 0
35 58 1.1947
35 59 1
36 0 0
36 1 0
36 2 0
36 3 0
36 4 0
36 5 0
36 6 1
36 7 0
36 8 0
36 9 5.18267
36 10 5.28689
36 11 6
36 12 4
36 13 1
36 14 8
36 15 7.264
36 16 5.31172
36 17 10.4108
36 18 12
36 19 11.2034
36 20 23.8259
36 21 33.0054
36 22 30.5475
36 23 48.5087
36 24 44.3272
36 25 65.468
36 26 82.2221
36 27 119.509
36 28 99.4038
36 29 143.473
36 30 149.171
36 31 184.465
36 32 193.254
36 33 187.065
36 34 204.321
36 35 204.604
36 36 178.543
36 37 160.728
36 38 119.932
36 39 102.962
36 40 68.7308
36 41 30.8614
36 42 36.9658
36 43 18.5531
36 44 10.2403
36 45 5.13126
36 46 8.19343
36 47 2
36 48 3.08756
36 49 1.0753
36 50 4.63967
36 51 2
36 52 0.00112068
36 53 1
36 54 2.34924
36 55 3
36 56 2.12551
36 57 1.11595
36 58 0
36 59 1
37 0 0
37 1 0
37 2 0
37 3 0
37 4 0
37 5 0
37 6 0
37 7 5.16584
37 8 2
37 9 3
37 10 1
37 11 5.26707
37 12 2
37 13 4
37 14 5
37 15 2.27129
37 16 7.23504
37 17 11.7414
37 18 17.708
37 19 10.1152
37 20 20.662
37 21 22.625
37 22 13.8972
37 23 22.3362
37 24 42.2967
37 25 44.1702
37 26 64.1154
37 27 59.6169
37 28 59.4697
37 29 133.813
37 30 133.748
37 31 112.067
37 32 160.768
37 33 162.867
37 34 159.411
37 35 169.706
37 36 188.264
37 37 130.445
37 38 98.8201
37 39 103.466
37 40 73.5078
37 41 36.5276
37 42 44.8344
37 43 21.9752
37 44 28.8517
37 45 7.58019
37 46 7.89374
37 47 10.6181
37 48 9.5536
37 49 1.01274
37 50 2.06713
37 51 0
37 52 3.35762
37 53 3
37 54 1
37 55 0
37 56 0
37 57 1.19293
37 58 0
37 59 1.34375
38 0 0
38 1 0
38 2 0
38 3 0
38 4 0
38 5 1
38 6 0
38 7 0
38 8 1
38 9 1
38 10 2
38 11 1
38 12 6.23441
38 13 5
38 14 5.27683
38 15 5.26792
38 16 6
38 17 7.3325
38 18 10
38 19 23.2972
38 20 10.2259
38 21 20.7853
38 22 26.6017
38 23 26.7557
38 24 37.2123
38 25 32.9802
38 26 85.684
38 27 56.7834
38 28 87.9328
38 29 89.3711
38 30 104.837
38 31 101.906
38 32 144.047
38 33 158.323
38 34 193.945
38 35 166.352
38 36 187.394
38 37 196.53
38 38 160.436
38 39 118.008
38 40 116.276
38 41 103.304
38 42 54.1493
38 43 46.831
38 44 27.7103
38 45 15.7131
38 46 10.3031
38 47 8.67735
38 48 9.3854
38 49 5.67814
38 50 4.05032
38 51 2
38 52 3.35671
38 53 0
38 54 3.02994
38 55 0
38 56 1
38 57 2
38 58 3
38 59 1.09973
39 0 0
39 1 0
39 2 0
39 3 0
39 4 0
39 5 0
39 6 0
39 7 1
39 8 1
39 9 1
39 10 4
39 11 2
39 12 3.19331
39 13 2
39 14 3.33127
39 15 4
39 16 8.29039
39 17 6
39 18 6
39 19 9.4505
39 20 13.4997
39 21 10.4134
39 22 18.4195
39 23 21.7298
39 24 36.2621
39 25 32.993
39 26 39.3705
39 27 51.5022
39 28 83.6091
39 29 75.3754
39 30 88.2744
39 31 85.2584
39 32 145.818
39 33 146.996
39 34 142.403
39 35 175.38
39 36 167.631
39 37 128.392
39 38 175.771
39 39 132.815
39 40 98.5042
39 41 85.928
39 42 67.1642
39 43 51.5263
39 44 31.4071
39 45 30.2872
39 46 13.8967
39 47 15.4677
39 48 6.51148
39 49 5.48389
39 50 3.21609
39 51 6
39 52 5.31254
39 53 0
39 54 3.23216
39 55 0.39525
39 56 0
39 57 0
39 58 1.13664
39 59 1.09854
40 0 0
40 1 0
40 2 0
40 3 0
40 4 0
40 5 2
40 6 1
40 7 1
40 8 2
40 9 4
40 10 2
40 11 2
40 12 3
40 13 4
40 14 6
40 15 3
40 16 4
40 17 5
40 18 5.28738
40 19 7.32564
40 20 8.50688
40 21 19.7879
40 22 10.507
40 23 21.229
40 24 20.5498
40 25 36.7878
40 26 24.4272
40 27 58.8372
40 28 42.5288
40 29 59.9195
40 30 69.1989
40 31 77.6814
40 32 108.335
40 33 114.186
40 34 126.813
40 35 156.196
40 36 162.156
40 37 150.953
40 38 193.907
40 39 133.883
40 40 115.756
40 41 127.371
40 42 100.105
40 43 84.8852
40 44 40.8679
40 45 25.2782
40 46 22.18
40 47 16.9816
40 48 27.0485
40 49 10.8454
40 50 14.8259
40 51 12.3774
40 52 6.82382
40 53 1.14059
40 54 2
40 55 4.55137
40 56 1
40 57 1
40 58 2
40 59 0
41 0 0
41 1 0
41 2 0
41 3 0
41 4 0
41 5 0
41 6 0
41 7 0
41 8 2
41 9 1
41 10 1
41 11 3
41 12 1
41 13 4.24104
41 14 1
41 15 4
41 16 2
41 17 7
41 18 3
41 19 8.81884
41 20 11.3437
41 21 11.2633
41 22 10.476
41 23 13.2446
41 24 11.1312
41 25 16.1931
41 26 20.6495
41 27 38.93
41 28 31.4468
41 29 62.2699
41 30 79.4468
41 31 62.1464
41 32 83.9752
41 33 85.3136
41 34 105.527
41 35 162.347
41 36 136.968
41 37 142.547
41 38 143.914
41 39 119.879
41 40 112.11
41 41 89.5139
41 42 112.941
41 43 73.741
41 44 40.4445
41 45 35.2557
41 46 22.9
41 47 29.9925
41 48 15.5468
41 49 16.0873
41 50 18.5279
41 51 11.121
41 52 4.12083
41 53 4.18393
41 54 3.47948
41 55 12.0001
41 56 0
41 57 1
41 58 1.09975
41 59 0
42 0 0
42 1 0
42 2 0
42 3 0
42 4 0
42 5 0
42 6 0
42 7 0
42 8 0
42 9 0
42 10 1
42 11 4
42 12 4
42 13 3
42 14 4
42 15 1
42 16 4.06604
42 17 7.30564
42 18 6
42 19 8.28895
42 20 9.23613
42 21 8.32022
42 22 14.7497
42 23 16.6379
42 24 13.1974
42 25 8.45966
42 26 22.9876
42 27 21.9319
42 28 29.7218
42 29 28.9406
42 30 43.867
42 31 57.9862
42 32 40.6946
42 33 76.682
42 34 63.8472
42 35 77.3518
42 36 111.859
42 37 130.992
42 38 137.632
42 39 106.429
42 40 115.19
42 41 115.309
42 42 88.0886
42 43 75.9778
42 44 86.2121
42 45 65.3175
42 46 41.21
42 47 25.2435
42 48 20.4786
42 49 10.4594
42 50 2.12022
42 51 7.71403
42 52 5.00192
42 53 2
42 54 6.4302
42 55 1
42 56 1.03746
42 57 1.15832
42 58 1.1069
42 59 0
43 0 0
43 1 0
43 2 0
43 3 0
43 4 0
43 5 0
43 6 0
43 7 0
43 8 1
43 9 1
43 10 0
43 11 2
43 12 2.23384
43 13 1
43 14 1
43 15 4
43 16 11.7223
43 17 6
43 18 7.29274
43 19 6
43 20 5.25579
43 21 6.58878
43 22 10
43 23 6.3395
43 24 17.7646
43 25 21.8183
43 26 22.9728
43 27 21.425
43 28 20.3956
43 29 23.6211
43 30 44.1358
43 31 45.9927
43 32 46.7871
43 33 45.6768
43 34 57.1428
43 35 82.8793
43 36 113.949
43 37 95.3823
43 38 110.03
43 39 102.262
43 40 119.27
43 41 90.0125
43 42 111.649
43 43 96.5924
43 44 92.1221
43 45 84.4161
43 46 41.5891
43 47 35.1826
43 48 18.6156
43 49 12.7729
43 50 19.0487
43 51 12.7261
43 52 7.77394
43 53 8.37543
43 54 3.31132
43 55 3.51359
43 56 1.06306e-17
43 57 2.04098
43 58 3.04838
43 59 2.05716
44 0 0
44 1 0
44 2 0
44 3 0
44 4 0
44 5 0
44 6 1
44 7 0
44 8 2
44 9 1
44 10 1
44 11 1
44 12 0
44 13 1
44 14 1
44 15 2
44 16 2
44 17 5
44 18 3
44 19 3
44 20 3
44 21 3.33904
44 22 8.28116
44 23 8
44 24 10.2889
44 25 10.9909
44 26 11
44 27 24.3835
44 28 16.198
44 29 23.0223
44 30 39.8288
44 31 34.4021
44 32 45.8088
44 33 44.6822
44 34 59.8937
44 35 72.3188
44 36 71.9939
44 37 107.562
44 38 92.208
44 39 119.901
44 40 148.075
44 41 100.742
44 42 112.274
44 43 78.1212
44 44 85.141
44 45 58.1789
44 46 62.7223
44 47 59.1082
44 48 46.8556
44 49 29.0275
44 50 13.1029
44 51 12.643
44 52 9.4041
44 53 13.0879
44 54 12.2215
44 55 3.40898
44 56 5.10722
44 57 3.12397
44 58 2.13504
44 59 2.11799
45 0 0
45 1 0
45 2 0
45 3 0
45 4 0
45 5 0
45 6 0
45 7 1
45 8 1
45 9 0
45 10 3.25156
45 11 0
45 12 3
45 13 4
45 14 2
45 15 3.1778
45 16 8
45 17 1
45 18 7.34489
45 19 2
45 20 3
45 21 9
45 22 5
45 23 5.34559
45 24 12.612
45 25 13.1541
45 26 11
45 27 12.1294
45 28 25.9358
45 29 27.1185
45 30 28.9222
45 31 21.8875
45 32 32.6216
45 33 46.0644
45 34 53.4053
45 35 49.2766
45 36 51.9158
45 37 76.2536
45 38 76.5229
45 39 88.9148
45 40 85.5305
45 41 93.3261
45 42 126.387
45 43 123.94
45 44 78.7035
45 45 108.315
45 46 67.9797
45 47 53.6684
45 48 42.2304
45 49 29.4109
45 50 49.1784
45 51 21.2601
45 52 12.6197
45 53 17.214
45 54 3
45 55 4.79171
45 56 8.21788
45 57 5.50422
45 58 2.05274
45 59 3.33031
46 0 0
46 1 0
46 2 0
46 3 0
46 4 0
46 5 0
46 6 0
46 7 0
46 8 0
46 9 0
46 10 1
46 11 1
46 12 3
46 13 1
46 14 3
46 15 0
46 16 1
46 17 6.34946
46 18 4.30318
46 19 2
46 20 7.27943
46 21 2.25087
46 22 4.33363
46 23 4.15882
46 24 7.28504
46 25 10.0374
46 26 13
46 27 12.237
46 28 24.6541
46 29 17
46 30 17.3057
46 31 30.8998
46 32 27.3629
46 33 38.5527
46 34 41.0074
46 35 39.6322
46 36 65.8503
46 37 73.5516
46 38 66.308
46 39 81.4702
46 40 84.6869
46 41 73.0309
46 42 117.274
46 43 102.146
46 44 115.148
46 45 78.3292
46 46 66.7
46 47 84.7085
46 48 53.8109
46 49 62.0187
46 50 30.3437
46 51 35.2314
46 52 20.8937
46 53 11.7732
46 54 7.56582
46 55 7.56269
46 56 2
46 57 2.29901
46 58 6.86544
46 59 7.26865
47 0 0
47 1 0
47 2 0
47 3 0
47 4 0
47 5 0
47 6 0
47 7 0
47 8 0
47 9 1
47 10 1
47 11 4
47 12 1
47 13 2
47 14 0
47 15 2
47 16 4.18433
47 17 7
47 18 5
47 19 3
47 20 2
47 21 1
47 22 4.28287
47 23 6
47 24 6.27407
47 25 8.50103
47 26 13.1814
47 27 8.31888
47 28 15.1903
47 29 17.6223
47 30 19.1733
47 31 20.4567
47 32 29.9002
47 33 32.4181
47 34 43.6357
47 35 49.969
47 36 58.8495
47 37 56.686
47 38 75.7224
47 39 66.5205
47 40 62.2172
47 41 79.0997
47 42 96.548
47 43 74.7927
47 44 110.049
47 45 88.8659
47 46 103.389
47 47 73.8803
47 48 71.7233
47 49 52.7677
47 50 41.5294
47 51 27.0025
47 52 18.7728
47 53 20.6979
47 54 21.5388
47 55 8.38013
47 56 9.36629
47 57 2
47 58 11.4742
47 59 8.3597
48 0 0
48 1 0
48 2 0
48 3 0
48 4 0
48 5 0
48 6 1
48 7 0
48 8 0
48 9 1
48 10 1
48 11 1
48 12 4
48 13 1
48 14 2
48 15 1
48 16 0
48 17 0
48 18 2
48 19 3
48 20 0
48 21 1
48 22 7
48 23 4
48 24 7
48 25 4
48 26 4.331
48 27 14
48 28 6
48 29 13
48 30 14
48 31 17
48 32 20.4461
48 33 29.2007
48 34 21.7529
48 35 35.6799
48 36 41.7035
48 37 31.6691
48 38 52.1315
48 39 51.2904
48 40 54.2745
48 41 67.1599
48 42 71.7705
48 43 63.8684
48 44 81.423
48 45 71.3288
48 46 63.3997
48 47 63.9144
48 48 90.1379
48 49 65.147
48 50 43.1287
48 51 39.8899
48 52 32.4426
48 53 12.062
48 54 23.6465
48 55 12.6148
48 56 9.71244
48 57 9.46861
48 58 3
48 59 1
49 0 0
49 1 0
49 2 0
49 3 0
49 4 1
49 5 0
49 6 0
49 7 0
49 8 0
49 9 0
49 10 0
49 11 1
49 12 1
49 13 0
49 14 1
49 15 2.18501
49 16 5
49 17 1
49 18 1
49 19 1
49 20 5.09644
49 21 4
49 22 6
49 23 5
49 24 4
49 25 5
49 26 12
49 27 10
49 28 10.7498
49 29 13.874
49 30 16.0252
49 31 24.6538
49 32 23.2318
49 33 21.2832
49 34 16.1494
49 35 25.9465
49 36 39.8494
49 37 29.9492
49 38 42.6585
49 39 48.6511
49 40 83.9158
49 41 56.5941
49 42 54.7321
49 43 68.7742
49 44 96.6489
49 45 83.1607
49 46 78.3521
49 47 54.3792
49 48 80.933
49 49 67.6263
49 50 57.1031
49 51 47.6301
49 52 46.6379
49 53 44.2086
49 54 25.7181
49 55 28.615
49 56 9.20153
49 57 6.3157
49 58 4.50614
49 59 10.3907
50 0 0
50 1 0
50 2 0
50 3 0
50 4 0
50 5 0
50 6 0
50 7 0
50 8 0
50 9 1
50 10 0
50 11 0
50 12 0
50 13 0
50 14 0
50 15 1
50 16 0
50 17 1
50 18 3
50 19 2
50 20 5
50 21 6
50 22 2
50 23 3
50 24 6
50 25 2
50 26 8
50 27 15
50 28 10
50 29 6.20928
50 30 11.3365
50 31 11.2985
50 32 13.2516
50 33 17.8994
50 34 28.0217
50 35 15.3844
50 36 30.1317
50 37 32.2585
50 38 48.8744
50 39 38.7084
50 40 42.7197
50 41 37.4042
50 42 41.6345
50 43 42.6714
50 44 64.3579
50 45 59.707
50 46 55.1221
50 47 70.2788
50 48 69.9068
50 49 58.6485
50 50 51.4675
50 51 71.7664
50 52 48.3675
50 53 37.7226
50 54 23.4707
50 55 21.7348
50 56 13.8323
50 57 16.4724
50 58 13.1834
50 59 4.14903
51 0 0
51 1 0
51 2 0
51 3 0
51 4 0
51 5 0
51 6 0
51 7 0
51 8 1
51 9 1
51 10 1
51 11 0
51 12 0
51 13 1
51 14 0
51 15 1
51 16 3
51 17 1
51 18 2
51 19 2.24322
51 20 0
51 21 3
51 22 3
51 23 8.33347
51 24 3
51 25 4
51 26 5
51 27 3
51 28 3.40504
51 29 4
51 30 13.1808
51 31 8
51 32 12
51 33 21.6305
51 34 20
51 35 20.2911
51 36 26.1414
51 37 22.5168
51 38 28.7118
51 39 35.5779
51 40 31.975
51 41 42.5731
51 42 44.6856
51 43 52.0207
51 44 58.8268
51 45 65.4757
51 46 69.7837
51 47 78.0281
51 48 76.2709
51 49 75.602
51 50 58.8531
51 51 71.2145
51 52 37.4017
51 53 32.75
51 54 33.365
51 55 26.9574
51 56 18.3337
51 57 18.1522
51 58 8.58333
51 59 9.44231
52 0 0
52 1 0
52 2 0
52 3 0
52 4 0
52 5 1
52 6 0
52 7 0
52 8 0
52 9 0
52 10 0
52 11 1
52 12 0
52 13 0
52 14 1
52 15 1.36016
52 16 0
52 17 0
52 18 4
52 19 3
52 20 2
52 21 2
52 22 1
52 23 3
52 24 4
52 25 2
52 26 5
52 27 2.27735
52 28 7
52 29 12
52 30 5
52 31 2
52 32 7.29262
52 33 14.6314
52 34 9.28922
52 35 14.8392
52 36 19.0036
52 37 25.6388
52 38 16.8718
52 39 20.4081
52 40 28.4663
52 41 28.6379
52 42 42.183
52 43 47.0076
52 44 54.9148
52 45 70.7164
52 46 59.6808
52 47 40.5102
52 48 52.5336
52 49 70.2012
52 50 56.8978
52 51 25.3847
52 52 48.0849
52 53 42.1588
52 54 46.0776
52 55 38.5706
52 56 13.3699
52 57 17.4005
52 58 13.2028
52 59 5.49838
53 0 0
53 1 0
53 2 0
53 3 0
53 4 0
53 5 0
53 6 0
53 7 0
53 8 0
53 9 1
53 10 0
53 11 1
53 12 1
53 13 1
53 14 0
53 15 2.12839
53 16 0
53 17 2
53 18 2
53 19 0
53 20 0
53 21 1
53 22 5.30259
53 23 8
53 24 2
53 25 8
53 26 2
53 27 7
53 28 4.31689
53 29 12.56
53 30 4
53 31 7
53 32 12.7367
53 33 9.23407
53 34 13.3213
53 35 18.1622
53 36 16.4281
53 37 16.6963
53 38 20.2379
53 39 25.6703
53 40 26.1534
53 41 27.1836
53 42 37.9542
53 43 51.1749
53 44 35.0481
53 45 58.6263
53 46 50.7759
53 47 71.6204
53 48 56.8012
53 49 76.5031
53 50 46.9445
53 51 54.9704
53 52 62.5859
53 53 40.5223
53 54 48.397
53 55 33.0066
53 56 20.8296
53 57 23.6818
53 58 24.9133
53 59 19.6512
54 0 0
54 1 0
54 2 0
54 3 0
54 4 0
54 5 0
54 6 0
54 7 0
54 8 0
54 9 1
54 10 0
54 11 0
54 12 0
54 13 1
54 14 0
54 15 0
54 16 1
54 17 0
54 18 1
54 19 1
54 20 2
54 21 2
54 22 0
54 23 2
54 24 2
54 25 5
54 26 4
54 27 1
54 28 3
54 29 5.34461
54 30 8
54 31 10
54 32 12.7726
54 33 6.26447
54 34 7.17761
54 35 20.7681
54 36 12.7529
54 37 9.16206
54 38 18.6143
54 39 23.9225
54 40 25.9077
54 41 19.3525
54 42 20.9651
54 43 26.5975
54 44 41.1564
54 45 40.5142
54 46 31.2262
54 47 49.7646
54 48 49.3032
54 49 54.8499
54 50 53.9195
54 51 53.9887
54 52 53.2025
54 53 55.5589
54 54 45.5868
54 55 51.7403
54 56 27.6013
54 57 20.0999
54 58 14.966
54 59 12.8265
55 0 0
55 1 0
55 2 0
55 3 0
55 4 0
55 5 0
55 6 0
55 7 0
55 8 0
55 9 0
55 10 2
55 11 0
55 12 1
55 13 0
55 14 0
55 15 1
55 16 0
55 17 1
55 18 0
55 19 1
55 20 1
55 21 3
55 22 1
55 23 4
55 24 0
55 25 2
55 26 4
55 27 1
55 28 4
55 29 6.463
55 30 7.25605
55 31 4.30733
55 32 5
55 33 8
55 34 10.5224
55 35 11
55 36 11.3132
55 37 11.3131
55 38 10.8377
55 39 12.5634
55 40 25.1912
55 41 14.2378
55 42 28.885
55 43 23.1869
55 44 42.4575
55 45 36.0209
55 46 27.137
55 47 34.8098
55 48 33.6279
55 49 30.1326
55 50 42.377
55 51 37.902
55 52 34.4661
55 53 47.8118
55 54 67.2895
55 55 23.6316
55 56 21.4424
55 57 35.1019
55 58 10.6106
55 59 14.4893
56 0 0
56 1 0
56 2 0
56 3 0
56 4 0
56 5 0
56 6 0
56 7 0
56 8 1
56 9 1
56 10 0
56 11 0
56 12 0
56 13 0
56 14 0
56 15 0
56 16 1
56 17 2
56 18 0
56 19 3
56 20 2
56 21 1
56 22 1
56 23 2
56 24 0
56 25 2
56 26 2
56 27 4.30274
56 28 2
56 29 2
56 30 6
56 31 1
56 32 6.14947
56 33 5.18734
56 34 2.00001
56 35 7.39402
56 36 7.18649
56 37 7
56 38 14.8129
56 39 11.5248
56 40 15.6028
56 41 11
56 42 21.6998
56 43 30.376
56 44 24.7581
56 45 38.5991
56 46 35.1024
56 47 41.6349
56 48 32.3922
56 49 38.1225
56 50 33.4489
56 51 37.634
56 52 36.5644
56 53 32.7096
56 54 52.9191
56 55 37.1549
56 56 30.6188
56 57 27.0301
56 58 27.3178
56 59 23.1919
57 0 0
57 1 0
57 2 0
57 3 0
57 4 0
57 5 0
57 6 0
57 7 0
57 8 0
57 9 0
57 10 0
57 11 0
57 12 0
57 13 0
57 14 5
57 15 0
57 16 0
57 17 1
57 18 1
57 19 0
57 20 1
57 21 2
57 22 0
57 23 2
57 24 3
57 25 2
57 26 6.39913
57 27 3
57 28 0
57 29 2
57 30 2
57 31 5
57 32 4
57 33 2
57 34 5.45014
57 35 8
57 36 8.29695
57 37 7.22642
57 38 14.2684
57 39 7.19809
57 40 10.754
57 41 23.6684
57 42 9.30526
57 43 17.8453
57 44 22
57 45 31.5018
57 46 21.4314
57 47 20.7789
57 48 26.3363
57 49 30.1843
57 50 48.2287
57 51 40.7875
57 52 29.9816
57 53 26.0482
57 54 44.3104
57 55 22.9104
57 56 44.7402
57 57 18.9749
57 58 28.478
57 59 12.221
58 0 0
58 1 0
58 2 0
58 3 0
58 4 0
58 5 0
58 6 0
58 7 0
58 8 1
58 9 0
58 10 0
58 11 0
58 12 0
58 13 0
58 14 0
58 15 0
58 16 1
58 17 1
58 18 1
58 19 0
58 20 2
58 21 2
58 22 2
58 23 2
58 24 0
58 25 1
58 26 1
58 27 1
58 28 3
58 29 2
58 30 3
58 31 6.22467
58 32 1
58 33 5
58 34 5
58 35 7
58 36 9
58 37 6
58 38 12.4086
58 39 9
58 40 8
58 41 9.27199
58 42 9.56427
58 43 17.2625
58 44 21.1342
58 45 13.1682
58 46 25.0728
58 47 23.707
58 48 18.0295
58 49 30.1614
58 50 25.9749
58 51 43.8652
58 52 46.2573
58 53 34.7422
58 54 35.0377
58 55 23.2171
58 56 25.2049
58 57 28.4785
58 58 24.4184
58 59 25.907
59 0 0
59 1 0
59 2 0
59 3 0
59 4 0
59 5 0
59 6 0
59 7 0
59 8 0
59 9 0
59 10 0
59 11 0
59 12 1
59 13 0
59 14 0
59 15 0
59 16 0
59 17 0
59 18 0
59 19 2
59 20 0
59 21 0
59 22 1
59 23 2
59 24 4
59 25 1
59 26 0
59 27 2
59 28 3
59 29 2.28356
59 30 3
59 31 4
59 32 3
59 33 5
59 34 4
59 35 2
59 36 6
59 37 7.72934
59 38 8.17569
59 39 5.26357
59 40 11.2139
59 41 12.1707
59 42 16.4051
59 43 15.6855
59 44 18.3794
59 45 13.4044
59 46 12
59 47 19.4674
59 48 27.0493
59 49 35.7344
59 50 21.7338
59 51 31.7058
59 52 26.8931
59 53 29.2445
59 54 32.0117
59 55 39.6151
59 56 23.8158
59 57 43.1972
59 58 43.3122
59 59 17.1156


PC

bin number Etrue, bin number Ereco, number of events in bin

0 0 0
0 1 0
0 2 0
0 3 0
0 4 0
0 5 0
0 6 0
0 7 0
0 8 0
0 9 0
0 10 0
0 11 0
0 12 0
0 13 0
0 14 0
0 15 0
0 16 0
0 17 0
0 18 0
0 19 0
0 20 0
0 21 0
0 22 0
0 23 0
0 24 0
0 25 0
0 26 0
0 27 0
0 28 0
0 29 0
0 30 0
0 31 0
0 32 0
0 33 0
0 34 0
0 35 0
0 36 0
0 37 0
0 38 0
0 39 0
0 40 0
0 41 0
0 42 0
0 43 0
0 44 0
0 45 0
0 46 0
0 47 0
0 48 0
0 49 0
0 50 0
0 51 0
0 52 0
0 53 0
0 54 0
0 55 0
0 56 0
0 57 0
0 58 0
0 59 0
1 0 0
1 1 0
1 2 0
1 3 0
1 4 0
1 5 0
1 6 0
1 7 0
1 8 0
1 9 0
1 10 0
1 11 0
1 12 0
1 13 0
1 14 0
1 15 0
1 16 0
1 17 0
1 18 0
1 19 0
1 20 0
1 21 0
1 22 0
1 23 0
1 24 0
1 25 0
1 26 0
1 27 0
1 28 0
1 29 0
1 30 0
1 31 0
1 32 0
1 33 0
1 34 0
1 35 0
1 36 0
1 37 0
1 38 0
1 39 0
1 40 0
1 41 0
1 42 0
1 43 0
1 44 0
1 45 0
1 46 0
1 47 0
1 48 0
1 49 0
1 50 0
1 51 0
1 52 0
1 53 0
1 54 0
1 55 0
1 56 0
1 57 0
1 58 0
1 59 0
2 0 0
2 1 0
2 2 0
2 3 0
2 4 0
2 5 0
2 6 0
2 7 0
2 8 0
2 9 0
2 10 0
2 11 0
2 12 0
2 13 0
2 14 0
2 15 0
2 16 0
2 17 0
2 18 0
2 19 0
2 20 0
2 21 0
2 22 0
2 23 0
2 24 0
2 25 0
2 26 0
2 27 0
2 28 0
2 29 0
2 30 0
2 31 0
2 32 0
2 33 0
2 34 0
2 35 0
2 36 0
2 37 0
2 38 0
2 39 0
2 40 0
2 41 0
2 42 0
2 43 0
2 44 0
2 45 0
2 46 0
2 47 0
2 48 0
2 49 0
2 50 0
2 51 0
2 52 0
2 53 0
2 54 0
2 55 0
2 56 0
2 57 0
2 58 0
2 59 0
3 0 0
3 1 0
3 2 0
3 3 0
3 4 0
3 5 0
3 6 0
3 7 0
3 8 0
3 9 0
3 10 0
3 11 0
3 12 0
3 13 0
3 14 0
3 15 0
3 16 0
3 17 0
3 18 0
3 19 0
3 20 0
3 21 0
3 22 0
3 23 0
3 24 0
3 25 0
3 26 0
3 27 0
3 28 0
3 29 0
3 30 0
3 31 0
3 32 0
3 33 0
3 34 0
3 35 0
3 36 0
3 37 0
3 38 0
3 39 0
3 40 0
3 41 0
3 42 0
3 43 0
3 44 0
3 45 0
3 46 0
3 47 0
3 48 0
3 49 0
3 50 0
3 51 0
3 52 0
3 53 0
3 54 0
3 55 0
3 56 0
3 57 0
3 58 0
3 59 0
4 0 0
4 1 0
4 2 0
4 3 0
4 4 0
4 5 0
4 6 0
4 7 0
4 8 0
4 9 0
4 10 0
4 11 0
4 12 0
